Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
MYTAY,MAGYAR TELEKOM TELECM ADR,Pink Current,5.895000,5.456200,3444,ADRs,Hungary,
MGYOY,MOL MAGYAR RT S/ADR,Pink Current,3.490000,-16.507200,204,ADRs,Hungary,
MGYXY,MOL MAGYAR SP/ADR 144A,Pink Current,35.694600,,0,ADRs,Hungary,
MOLFF,MOL MAGYAR OLAJ ES GAZIP,Pink Current,0.000000,,0,Other Security Type,Hungary,
MAHDY,MAHINDRA & MAHINDRA 144A,Pink Current,0.000000,,0,ADRs,India,
MAHMF,MAHINDRA & MAHINDRA GDR,Pink Current,10.400000,,0,New York Registry Shs,India,
GGSM,GOLD AND GEMSTONE MNG INC,Pink Current,0.002400,9.090900,2212671,Common Stock,Indonesia,
FOLGF,FALCON OIL&GAS LTD,Pink Current,0.120000,-3.769000,270894,Foreign Ordinary Shares,Ireland,
CRHCF,CRH PLC ORD,Pink Current,46.000000,,11,Foreign Ordinary Shares,Ireland,
RYAOF,RYANAIR HLDGS PLC ORD NEW,Pink Current,16.100000,,0,Foreign Ordinary Shares,Ireland,
GLAPF,GLANBIA PLC ORD,Pink Current,13.700000,,0,Foreign Ordinary Shares,Ireland,
GLAPY,GLANBIA PLC S/DR,Pink Current,70.000000,-2.452600,208,ADRs,Ireland,
GNCGF,GREENCORE GROUP PLC ORD,Pink Current,1.840000,,0,Foreign Ordinary Shares,Ireland,
GNCGY,GREENCORE GROUP PLC S/ADR,Pink Current,7.750000,,0,ADRs,Ireland,
DHYAF,ISHARES II PLC HIGH ETF,Pink Current,5.612000,,0,ETFs,Ireland,
EXTDF,EUROPEAN EX TRADED ORD,Pink Current,31.050000,,0,Foreign Ordinary Shares,Ireland,
HDIQF,ISHARES II PLC PTG ETF,Pink Current,42.090000,,0,ETFs,Ireland,
IHHFF,ISHARES II PLC ETF USD,Pink Current,104.917500,0.351500,218,Structured Product,Ireland,
IHIIF,ISHARES II PLC EUR 50 ORD,Pink Current,45.891000,,0,Foreign Ordinary Shares,Ireland,
IHSFF,ISHARES II PLC ORD,Pink Current,257.150000,0.015000,160,Structured Product,Ireland,
IHSZF,ISHARES II PLC,Pink Current,15.600000,,0,Structured Product,Ireland,
IISGF,ISHARES II PLC GLBAL INFR,Pink Current,33.050000,0.686400,6911,ETFs,Ireland,
IISRF,ISHARES II PLC ORD SHS,Pink Current,25.853000,,0,Foreign Ordinary Shares,Ireland,
IMSEF,ISHARES II PLC MSCI ETF,Pink Current,30.950000,0.944500,2742,ETFs,Ireland,
IMSIF,ISHARES II ISHARES MSCI,Pink Current,11.580000,-1.697000,18141,ETFs,Ireland,
IPPIF,ISHARES II LST PVT EQ ETF,Pink Current,29.840000,,0,ETFs,Ireland,
IRSJF,ISHARES II JP MORGAN ESG,Pink Current,5.951900,,0,ETFs,Ireland,
ISDMF,ISHARES II DEV PPTY ETF,Pink Current,5.996000,,0,ETFs,Ireland,
ISFLF,ISHARES II PLC FLT BD ETF,Pink Current,4.996000,,0,ETFs,Ireland,
ISHVF,ISHARES II PLC ETF IRELND,Pink Current,5.620000,0.178300,212914,ETFs,Ireland,
ISHWF,ISHARES MSCI WLD QTY ETF,Pink Current,6.180000,,0,ETFs,Ireland,
ISHYF,ISHARES II HIGH YLD ETF,Pink Current,6.060000,-0.215700,98441,ETFs,Ireland,
ISJPF,ISHARES II PLC JP MORGAN,Pink Current,5.300000,,0,ETFs,Ireland,
ISPFF,ISHARES II DEV MKT ETF,Pink Current,28.030000,,0,Foreign Ordinary Shares,Ireland,
ISRWF,ISHARES II PLC ORD IRELAN,Pink Current,96.221800,-4.796900,12850,Structured Product,Ireland,
ISRZF,ISHARES II PLC ETF,Pink Current,98.910500,-0.509400,2060,Structured Product,Ireland,
ISSEF,ISHARES II PLC GBP ORD,Pink Current,23.601700,,0,Foreign Ordinary Shares,Ireland,
ISSHF,ISHARES II T BD 7-10 ETF,Pink Current,202.850000,,0,ETFs,Ireland,
ISUPF,ISHARES II FTSE US PR ETF,Pink Current,33.650000,1.661600,2715,Structured Product,Ireland,
ITIPF,ISHARES II PLCTIPS ETF,Pink Current,5.212000,,0,ETFs,Ireland,
IUKSF,ISHARES II PLC PPTY ETF,Pink Current,0.000000,,0,ETFs,Ireland,
IVSRF,ISHARES II PLC FLTG RT BD,Pink Current,5.333700,0.000000,331,ETFs,Ireland,
IWATF,ISHARES II PLC ETF GL WTR,Pink Current,62.191100,,88,Structured Product,Ireland,
SHRSF,ISHARES II PLC GOVT BOND,Pink Current,0.000000,,0,ETFs,Ireland,
KGSPF,KINGSPAN GRP ORD,Pink Current,93.775300,-3.894100,960,Foreign Ordinary Shares,Ireland,
KGSPY,KINGSPAN GROUP UNSP/ADR,Pink Current,96.100000,2.616100,8279,ADRs,Ireland,
DCCPF,DCC PLC ORD SHS,Pink Current,85.350000,,0,Foreign Ordinary Shares,Ireland,
DCCPY,DCC PLC UNSP/ADR,Pink Current,41.500000,,0,ADRs,Ireland,
CCGPY,C&C GROUP PLC U/ADR,Pink Current,7.910000,,0,ADRs,Ireland,
CGPZF,C&C GROUP PLC ORD,Pink Current,2.560000,0.392200,500,Foreign Ordinary Shares,Ireland,
BZLYF,BEAZLEY PLC,Pink Current,5.520000,-6.599000,7716,Foreign Ordinary Shares,Ireland,
MNKKQ,MALLINCKRODT PLC,Pink Current,0.129000,11.206900,688442,Common Stock,Ireland,
FBAYF,KNEAT COM INC,Pink Current,2.295000,2.000000,3814,Foreign Ordinary Shares,Ireland,
VCRPF,VANGUARD FDS ETF CP BDS,Pink Current,56.900000,,75,ETFs,Ireland,
VEMGF,VANGUARD FDS PLC EMG ETF,Pink Current,52.850000,0.113700,26245,ETFs,Ireland,
VFAWF,VANGUARD FNDS WRLD ETF,Pink Current,110.235100,,0,ETFs,Ireland,
VFDEF,VANGUARD FDS FTSE DEV EUR,Pink Current,39.234700,,0,ETFs,Ireland,
VFEAF,VANGUARD FUNDS EM MK ETF,Pink Current,59.974300,-1.875500,955,ETFs,Ireland,
VFPAF,VANGUARD FNDS PLC JPN ETF,Pink Current,30.461200,-0.552400,587,ETFs,Ireland,
VFPEF,VANGUARD FDS FTSE MSCI,Pink Current,110.775400,,0,ETFs,Ireland,
VFUUF,VANGUARD FUNDS NO ETF,Pink Current,105.100000,1.693300,1708,ETFs,Ireland,
VGDFF,VANGUARD FUNDS PLC UST ET,Pink Current,49.970000,,0,ETFs,Ireland,
VGDTF,VANGUARD FNDS JPN ETF,Pink Current,29.009500,,9,ETFs,Ireland,
VGDVF,VANGUARD FNDS PLC DEV ETF,Pink Current,94.442700,,0,ETFs,Ireland,
VGFNF,VANGUARD FUNDS NO AM ETF,Pink Current,106.906500,,0,ETFs,Ireland,
VGFPF,VANGUARD FNDS S&P ETF,Pink Current,80.650000,0.548600,11133,ETFs,Ireland,
VGFUF,VANGUARD FDS EM MKT ETF,Pink Current,50.384800,,0,ETFs,Ireland,
VGRDF,VANGUARD FNDS PLC EU ETF,Pink Current,45.317700,,0,ETFs,Ireland,
VGRRF,VANGUARD FUNDS 100 ETF,Pink Current,45.250000,,0,ETFs,Ireland,
VGRSF,VANGUARD FUNDS ETF GLBL,Pink Current,25.805000,,0,ETFs,Ireland,
VGUDF,VANGUARD FDS FTSE DEVP,Pink Current,27.550000,,0,ETFs,Ireland,
VNFGF,VANGUARD FNDS FTSE JAPAN,Pink Current,34.300000,,0,ETFs,Ireland,
VNGBF,VANGUARD FDS ETF,Pink Current,52.800000,-1.024800,385,ETFs,Ireland,
VNGCF,VANGUARD FDS CRP BD UCITS,Pink Current,53.328200,-0.040900,2269,ETFs,Ireland,
VNGDF,VGRD FDS PLC S&P 500 ETF,Pink Current,83.500000,,600,ETFs,Ireland,
VNGGF,VANGUARD FDS FTSE WORLD,Pink Current,66.000000,,0,ETFs,Ireland,
VNGLF,VANGUARD FNDS PLC EUR ETF,Pink Current,40.300000,2.414200,20373,ETFs,Ireland,
VNGUF,VANGUARD FDS MSCI EMRG,Pink Current,63.941400,,0,ETFs,Ireland,
VPLCF,VANGUARD FUNDS PLC TR BD,Pink Current,24.836400,,0,ETFs,Ireland,
VRGFF,VANGUARD FUNDS UST ETF,Pink Current,27.000000,,0,ETFs,Ireland,
VUKEF,VANGUARD FUNDS FTSE ETF,Pink Current,42.150000,,0,ETFs,Ireland,
BKCYF,BANK CYPRUS HLDGS ORD,Pink Current,1.135400,,0,Foreign Ordinary Shares,Ireland,
GDLLF,GEODRILL LTD ORD,Pink Current,2.200000,5.527700,778,Foreign Ordinary Shares,Isle of Man,
NEPRY,NEPI ROCKCASTLE PLC U/ADR,Pink Current,0.000000,,0,ADRs,Isle of Man,
TEVJF,TEVA PHARM INDUS LTD ORD,Pink Current,8.000000,,0,Foreign Ordinary Shares,Israel,
NCSYF,NICE SYSTEMS LTD ORD,Pink Current,279.500000,,0,Foreign Ordinary Shares,Israel,
WOWI,METRO ONE TELECOMMUNS INC,Pink Current,0.100000,,0,Common Stock,Israel,
RVRC,REVIUM RECOVERY INC,Pink Current,2.310000,,0,Common Stock,Israel,
BKHPF,BANK HAPOLAM BM ORD,Pink Current,10.317500,,0,Foreign Ordinary Shares,Israel,
BKHPY,BANK HAPOALIM B.M.ADR144A,Pink Current,0.000000,,0,New York Registry Shs,Israel,
BKHYY,BANK HAPOALIM B.M. S/ADR,Pink Current,52.970000,,341,ADRs,Israel,
PTNRF,PARTNER COMMUNS CO ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Israel,
MTLK,METALINK LTD,Pink Current,1.000000,-1.960800,2376,Foreign Ordinary Shares,Israel,
ESYL,EASYLINK SOLUTIONS CORP,Pink Current,0.005500,,0,Common Stock,Israel,
NTPY,NETPAY INTERNATIONAL INC,Pink Current,0.190000,222.033900,1000,Common Stock,Israel,
TTTPF,TREMOR INTL LTD ORD,Pink Current,7.865000,,121,Foreign Ordinary Shares,Israel,
AKMYF,KB RECYCLING INDUSTRIES,Pink Current,0.256800,,0,Foreign Ordinary Shares,Israel,
TIAIY,TELECOM ITALIA SVG ADR,Pink Current,3.700000,1.092900,30056,ADRs,Italy,
TIAJF,TELECOM ITALIA S.P.A. AZ,Pink Current,0.460950,,0,Foreign Ordinary Shares,Italy,
TIAOF,TELECOM ITALIA SPA ORD,Pink Current,0.350000,-22.222200,4000,Foreign Ordinary Shares,Italy,
TIIAY,TELECOM ITALIA ORD ADR,Pink Current,3.800000,0.000000,208582,ADRs,Italy,
IITSF,INTESA SANPAOLO SPA ORD,Pink Current,2.430000,0.413200,348,Foreign Ordinary Shares,Italy,
ISNPY,INTESA SANPAOLO S/ADR,Pink Current,14.400000,2.344000,356115,ADRs,Italy,
CRSM,CARSMARTT INC,Pink Current,0.005000,6.383000,1132020,Common Stock,Italy,
WACLF,WACOAL HOLDINGS CORP NEW,Pink Current,21.960000,,0,Foreign Ordinary Shares,Japan,
WACLY,WACOAL HLDGS SP/ADR,Pink Current,83.250000,-0.537600,174,ADRs,Japan,
TKOMF,TOKIO MARINE HLDGS ORD,Pink Current,56.430000,,57,Foreign Ordinary Shares,Japan,
TKOMY,TOKIO MARINE HLDGS S/ADR,Pink Current,54.959500,-2.050400,44105,ADRs,Japan,
TTDKF,TDK CORP JPY,Pink Current,39.040000,,0,Foreign Ordinary Shares,Japan,
TTDKY,TDK CORP S/ADR,Pink Current,39.410000,-0.152000,53959,ADRs,Japan,
SNEJF,SONY CORP ORD,Pink Current,101.800000,1.192800,1171,Foreign Ordinary Shares,Japan,
SSDOF,SHISEIDO CO LTD ORD,Pink Current,56.429000,,0,Foreign Ordinary Shares,Japan,
SSDOY,SHISEIDO CO LTD S/ADR,Pink Current,55.790000,-1.587600,85395,ADRs,Japan,
SKHSF,SEKISUI HOUSE LTD,Pink Current,19.830000,-1.539200,638,Foreign Ordinary Shares,Japan,
SKHSY,SEKISUI HOUSE LTD S/ADR,Pink Current,19.985000,-0.075000,128173,ADRs,Japan,
RICOF,RICOH CO LTD,Pink Current,8.140000,-11.329000,6300,Foreign Ordinary Shares,Japan,
RICOY,RICOH CO LTD SPN ADR,Pink Current,8.210000,-4.200700,1969,ADRs,Japan,
OCPNF,OLYMPUS CORP ORD,Pink Current,20.170000,-0.493300,100,Foreign Ordinary Shares,Japan,
OCPNY,OLYMPUS CORP S/ADR,Pink Current,20.422500,0.603400,1356162,ADRs,Japan,
NRSCF,NOMURA HLDGS INC,Pink Current,4.440000,,0,Foreign Ordinary Shares,Japan,
NSANF,NISSAN MOTOR LTD,Pink Current,4.650000,0.649400,400,Foreign Ordinary Shares,Japan,
NSANY,NISSAN MOTOR LTD S/ADR,Pink Current,9.200000,-1.287600,335346,ADRs,Japan,
NPPXF,NIPPON TEL & TEL CP,Pink Current,28.939000,-0.768100,189,Foreign Ordinary Shares,Japan,
NTTYY,NIPPON TELEG&TEL CP S/ADS,Pink Current,29.210000,1.564700,86983,ADRs,Japan,
NISTF,NIPPON STEEL & SUMITOMO,Pink Current,17.690000,,0,Foreign Ordinary Shares,Japan,
NPSCY,NIPPON STEEL CORP S/ADR,Pink Current,19.010000,2.535100,527,ADRs,Japan,
MITSF,MITSUI & CO LTD ORD,Pink Current,23.960000,0.125400,100,Foreign Ordinary Shares,Japan,
MITSY,MITSUI & CO LTD ADR,Pink Current,493.940000,2.265000,2497,ADRs,Japan,
MNBEF,MINEBEA CO LTD ORD,Pink Current,22.000000,,0,Foreign Ordinary Shares,Japan,
MNBEY,MINEBEA MITSUMI S/ADR,Pink Current,42.510000,0.000000,2163,ADRs,Japan,
PCRFF,PANASONIC CORP ORD,Pink Current,10.090000,-2.228700,164251,Foreign Ordinary Shares,Japan,
PCRFY,PANASONIC CORP S/ADR,Pink Current,10.034000,-1.771900,723111,ADRs,Japan,
MKEWF,MAKITA CORP ORD,Pink Current,36.100000,,0,Foreign Ordinary Shares,Japan,
MKTAY,MAKITA CORP SPON ADR,Pink Current,35.160000,0.342500,41033,ADRs,Japan,
KYOCF,KYOCERA CORP,Pink Current,57.700000,,2,Foreign Ordinary Shares,Japan,
KYOCY,KYOCERA CORP S/ADR,Pink Current,56.290000,-1.225500,19533,ADRs,Japan,
KUBTF,KUBOTA CORP,Pink Current,17.800000,,275,Foreign Ordinary Shares,Japan,
KUBTY,KUBOTA CORP ADR,Pink Current,85.820000,-0.267300,154659,ADRs,Japan,
KMTUF,KOMATSU LTD ORD,Pink Current,22.400000,-3.862700,2138,Foreign Ordinary Shares,Japan,
KMTUY,KOMATSU LTD S/ADR,Pink Current,22.520000,-0.967500,207268,ADRs,Japan,
KNBWF,KIRIN HOLDINGS CO LTD ORD,Pink Current,16.420000,,0,Foreign Ordinary Shares,Japan,
KNBWY,KIRIN HLDGS CO LTD S/ADR,Pink Current,15.930000,-1.545100,74413,ADRs,Japan,
HNDAF,HONDA MOTOR CO LTD,Pink Current,29.770000,,52000,Foreign Ordinary Shares,Japan,
HTHIF,HITACHI LTD ORD,Pink Current,48.100000,,87,Foreign Ordinary Shares,Japan,
HTHIY,HITACHI LTD ADR,Pink Current,94.930000,-0.959800,103345,ADRs,Japan,
DNPCF,DAI NIPPON PRINT ORD NEW,Pink Current,25.750000,,0,Foreign Ordinary Shares,Japan,
DNPLY,DAI NIPPON PRINTING S/ADR,Pink Current,12.770000,-1.313800,18081,ADRs,Japan,
CAJFF,CANON INC,Pink Current,23.970000,,0,Foreign Ordinary Shares,Japan,
ALNPF,ANA HOLDINGS INC ORD NEW,Pink Current,23.130000,,0,Foreign Ordinary Shares,Japan,
ALNPY,ANA HOLDINGS INC S/ADR,Pink Current,4.180000,,85,ADRs,Japan,
TONPF,TOPPAN PRINTING LTD ORD,Pink Current,20.000000,,0,Foreign Ordinary Shares,Japan,
TOPPY,TOPPAN INC S/ADR,Pink Current,9.590000,-0.724600,1552,ADRs,Japan,
ESALF,EISAI CO LTD,Pink Current,47.870000,,0,Foreign Ordinary Shares,Japan,
ESALY,EISAI CO S/ADR,Pink Current,49.690000,-0.620000,37598,ADRs,Japan,
MBFJF,MITSUBISHI UFJ FINCL GRP,Pink Current,6.326000,,0,Foreign Ordinary Shares,Japan,
NPNYY,NIPPON YUSEN KBSHKI S/ADR,Pink Current,19.560000,3.219000,64619,ADRs,Japan,
NYUKF,NIPPON YUSEN KABUSHIK NEW,Pink Current,97.350000,2.151100,4086,Foreign Ordinary Shares,Japan,
OMRNF,OMRON CORP ORD,Pink Current,70.250000,,0,Foreign Ordinary Shares,Japan,
OMRNY,OMRON CORP S/ADR,Pink Current,67.143500,-0.321400,81507,ADRs,Japan,
NXMH,NEXT MEATS HLDGS INC,Pink Current,0.980000,5.831500,10066,Common Stock,Japan,
KWHIF,KAWASAKI HEAVY INDU NEW,Pink Current,18.380000,,10,Foreign Ordinary Shares,Japan,
KWHIY,KAWASAKI HEAVY INDS S/ADR,Pink Current,7.450000,-1.415900,2202,ADRs,Japan,
KWPCY,KEWPIE CORP S/ADR,Pink Current,41.645000,,17,ADRs,Japan,
INNX,INFINITE NETWORKS CORP,Pink Current,0.010600,,0,Common Stock,Japan,
ORXCF,ORIX CORP,Pink Current,19.750000,,0,Foreign Ordinary Shares,Japan,
SMFNF,SUMITOMO MTSU FINCL GRP,Pink Current,34.410000,,0,Foreign Ordinary Shares,Japan,
TMICF,TREND MICRO INC,Pink Current,50.500000,,0,Foreign Ordinary Shares,Japan,
TMICY,TREND MICRO INC S/ADR,Pink Current,58.420000,-0.256100,21473,ADRs,Japan,
IIJIF,INTERNET INITVE JAPAN ORD,Pink Current,36.140000,,0,Foreign Ordinary Shares,Japan,
IIJIY,INTERNET INITVE JAPAN ADR,Pink Current,32.460000,,106,ADRs,Japan,
ADTTF,ADVANTEST CORP ORD,Pink Current,81.600000,,0,Foreign Ordinary Shares,Japan,
ATEYY,ADVANTEST CORP SP/ADR,Pink Current,79.000000,1.217200,21833,ADRs,Japan,
RKUNF,RAKUTEN GROUP INC,Pink Current,8.430000,,0,Foreign Ordinary Shares,Japan,
RKUNY,RAKUTEN GROUP INC  S/ADR,Pink Current,8.350000,-0.831400,103203,ADRs,Japan,
SSUMF,SUMITOMO CORP,Pink Current,16.400000,1.172100,200,Foreign Ordinary Shares,Japan,
SSUMY,SUMITOMO CORP S/ADR,Pink Current,16.620000,2.214000,62543,ADRs,Japan,
WBBA,WB BURGERS ASIA INC.,Pink Current,0.104700,-11.570900,150015,Common Stock,Japan,
NJDCY,NIDEC CORP ADR,Pink Current,22.010000,1.662800,456130,ADRs,Japan,
SMCAY,SMC CORP JAPAN S/ADR,Pink Current,30.000000,0.133500,99076,ADRs,Japan,
SMECF,SMC CP,Pink Current,600.999900,1.349000,775,Foreign Ordinary Shares,Japan,
MZHOF,MIZUHO FINCL GRP INC ORD,Pink Current,13.000000,-4.341400,5800,Foreign Ordinary Shares,Japan,
SKLKF,SHINSEI BANK LT TOKYO NEW,Pink Current,18.380000,-1.999500,159,Foreign Ordinary Shares,Japan,
SKLKY,SHINSEI BANK LTD S/ADR,Pink Current,3.620000,,0,ADRs,Japan,
SGAMF,SEGA SAMMY HLDGS INC ORD,Pink Current,17.720000,,0,Foreign Ordinary Shares,Japan,
SGAMY,SEGA SAMMY HLDGS S/ADR,Pink Current,4.410000,-2.649000,1136,ADRs,Japan,
UNCHF,UNI CHARM CORP,Pink Current,36.872000,,341,Foreign Ordinary Shares,Japan,
UNICY,UNICHARM CORP S/ADR,Pink Current,7.320000,-1.267900,163809,ADRs,Japan,
CMTDF,SUMITOMO MITSUI TR ORD,Pink Current,36.290000,,0,Foreign Ordinary Shares,Japan,
SUTNY,SUMITOMO MITSUI TR S/ADR,Pink Current,3.490000,-0.852300,151010,ADRs,Japan,
TCCPY,TECHNOPRO HLDGS SP/ADR,Pink Current,5.885000,1.465500,62294,ADRs,Japan,
TXHPF,TECHNOPRO HLDGS INC ORD,Pink Current,28.866000,,0,Foreign Ordinary Shares,Japan,
EXDW,EXCEED WORLD INC,Pink Current,1.200000,,0,Common Stock,Japan,
SGHHF,SG HLDGS CO LTD,Pink Current,21.774396,,0,Foreign Ordinary Shares,Japan,
PTZH,PHOTOZOU HLDGS INC,Pink Current,0.200000,,0,Common Stock,Japan,
AIDG,AIS HLDGS GROUP INC,Pink Current,0.000000,,0,Common Stock,Japan,
CMBXF,CAMBIUM GLOBAL TIMBERLAND,Pink Current,0.080000,,0,Foreign Ordinary Shares,Jersey,
WZZAF,WIZZ AIR HOLDINGS PLC ORD,Pink Current,42.050000,-1.591400,500,Foreign Ordinary Shares,Jersey,
WZZZY,WIZZ AIR HOLDINGS UNS/ADR,Pink Current,11.900000,,4,ADRs,Jersey,
CPPTF,CIRCLE PROPERTY PLC,Pink Current,2.330100,,0,Common Stock,Jersey,
PKXFF,POSCO ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Korea,
MICCF,MILLICOM INTL CELL SA D/R,Pink Current,21.600000,,0,Foreign Ordinary Shares,Luxembourg,
TNRSF,TENARIS SA REG SHS,Pink Current,12.810000,,69400,Foreign Ordinary Shares,Luxembourg,
AMSYF,ARCELORMITTAL ORD NEW,Pink Current,30.840000,,90000,Foreign Ordinary Shares,Luxembourg,
LCCTF,L'OCCITANE ORD,Pink Current,3.400000,,0,Foreign Ordinary Shares,Luxembourg,
BMRPF,B&M EURO VALUE RET SA ORD,Pink Current,8.302000,4.796800,2824,Foreign Ordinary Shares,Luxembourg,
BMRRY,B&M EURO VALUE RET U/ADR,Pink Current,32.265000,-0.231900,13790,ADRs,Luxembourg,
GSGG,GSG GROUP INC,Pink Current,0.000000,,0,Common Stock,Macau,
EOXFF,EUROMAX RESOURCES LTD,Pink Current,0.060000,,0,Foreign Ordinary Shares,"Macedonia, the former Yugoslav Republic of",
GMALF,GENTING MALAYSIA BHD ORD,Pink Current,0.642500,,0,Foreign Ordinary Shares,Malaysia,
GMALY,GENTING MALAYSIA S/ADR,Pink Current,17.050000,,0,ADRs,Malaysia,
SGLA,SINO GREEN LAND CORP,Pink Current,0.002900,,0,Common Stock,Malaysia,
GEBEY,GENTING BERHAD ADR,Pink Current,0.970000,,0,ADRs,Malaysia,
GEBHF,GENTING BERHAD ORD,Pink Current,1.010000,,0,Foreign Ordinary Shares,Malaysia,
GEBHY,GENTING BERHAD SPONS ADR,Pink Current,6.080000,3.842900,3042,ADRs,Malaysia,
PSCO,PROTOSOURCE CORP,Pink Current,0.037500,,0,Common Stock,Malaysia,
PVNC,PREVENTION INSURANCE.COM,Pink Current,4.000000,,2,Common Stock,Malaysia,
MLYBY,MALAYAN BKNG BERHAD S/ADR,Pink Current,4.570000,-5.480900,1456,ADRs,Malaysia,
MLYNF,MALAYAN BKNG BERHAD ORD,Pink Current,1.880000,,0,Foreign Ordinary Shares,Malaysia,
LYSCF,LYNAS CORP LTD NEW,Pink Current,8.100000,5.882400,167002,Foreign Ordinary Shares,Malaysia,
LYSDY,LYNAS RARE EARTHS S/ADR,Pink Current,8.080000,5.483000,238180,ADRs,Malaysia,
TGLVY,TOP GLOVE CORP BHD S/ADR,Pink Current,1.900000,-4.040400,2121,ADRs,Malaysia,
TPGVF,TOP GLOVE CORP BHD ORD,Pink Current,0.470800,-1.009300,4482,Foreign Ordinary Shares,Malaysia,
TMIN,TRENDMAKER INC LTD,Pink Current,1.300000,,0,Common Stock,Malaysia,
FLLZ,FELLAZO CORP,Pink Current,14.000000,,0,Common Stock,Malaysia,
DQWS,DSWISS INC,Pink Current,0.220000,,0,Common Stock,Malaysia,
AATP,AGAPE ATP CORP,Pink Current,8.000000,,0,Common Stock,Malaysia,
SEAV,SEATECH VENTURES CORP,Pink Current,1.340000,0.000000,100,Common Stock,Malaysia,
GTMAF,GRUPO TMM SA DE CV A ORD,Pink Current,0.150000,,0,Foreign Ordinary Shares,Mexico,
KCDMF,KIMBERLY-CLARK DE MEX A,Pink Current,1.380000,,0,Foreign Ordinary Shares,Mexico,
KCDMY,KIMBERLY-CLARK MEX S/ADR,Pink Current,7.280000,4.148800,129186,ADRs,Mexico,
PUODY,PROMOTORA Y OPERADORA ADR,Pink Current,151.295000,,0,ADRs,Mexico,
PYOIF,PROMOTORA Y OPER DE INFR,Pink Current,7.355000,,0,Foreign Ordinary Shares,Mexico,
PYYIF,PROMOTORA FIN GRP ORD,Pink Current,4.820300,,0,Foreign Ordinary Shares,Mexico,
GRPFF,GRUPO TELEVISA S.A CV ORD,Pink Current,2.100000,,0,Foreign Ordinary Shares,Mexico,
GSABF,GRUPO SIMEC SAB DE CV B,Pink Current,8.037600,,0,Foreign Ordinary Shares,Mexico,
COCSF,COCA-COLA FEMSA SAB L NEW,Pink Current,5.220000,,0,Foreign Ordinary Shares,Mexico,
WMMVF,WALMART DE MEX SAB CV ORD,Pink Current,3.520000,-3.030300,35449,Foreign Ordinary Shares,Mexico,
GPOOY,GRUPO CARSO 144A GDR,Pink Current,10.900000,,0,New York Registry Shs,Mexico,
GPOVF,GRUPO CARSO SA DE CV A,Pink Current,3.000000,,0,Foreign Ordinary Shares,Mexico,
GPOVY,GRUPO CARSO SA S/ADR,Pink Current,6.250000,,0,ADRs,Mexico,
IDBHF,INDUSTRIAS BACHOCO ORD B,Pink Current,3.550000,,0,Foreign Ordinary Shares,Mexico,
BMBOY,GRUPO BIMBO SA SPNS/ADR,Pink Current,13.710000,,5,ADRs,Mexico,
GRBMF,GRUPO BIMBO SA A,Pink Current,3.120000,,55,Foreign Ordinary Shares,Mexico,
ASRMF,GRUPO AEROPRTR SRTE SER B,Pink Current,20.299800,,0,Foreign Ordinary Shares,Mexico,
GPAEF,GRUPO AEROPORTUARIO B SHS,Pink Current,13.926700,,0,Foreign Ordinary Shares,Mexico,
GAERF,GRUPO AEROPORTR CNTRO B,Pink Current,6.700000,,0,Foreign Ordinary Shares,Mexico,
MCNO,MUCINNO HOLDING INC,Pink Current,0.021500,-17.624500,1883,Common Stock,Mexico,
AOIX,AMERICAN OIL & GAS INC,Pink Current,6.500000,10.169500,500,Common Stock,Mexico,
MRES,INSTITUTE OF BIOMED RESH,Pink Current,0.017700,39.370100,1166409,Common Stock,Montenegro,
NZTCF,SPARK NEW ZEALAND LTD ORD,Pink Current,3.025000,,0,Foreign Ordinary Shares,New Zealand,
SPKKY,SPARK NZ LTD S/ADR,Pink Current,15.970000,2.358700,36332,ADRs,New Zealand,
FSPKF,FISHER & PAYKEL HLTHCRE,Pink Current,18.990000,0.000000,574,Foreign Ordinary Shares,New Zealand,
RTBRF,RESTAURANT BRANDS NZ LTD,Pink Current,9.605000,,0,Foreign Ordinary Shares,New Zealand,
NZEOF,NEW ZEALAND O/G ORD NEW,Pink Current,0.290000,,0,Foreign Ordinary Shares,New Zealand,
ANZFF,AIR NEW ZEALAND A SHS,Pink Current,1.056000,-0.377400,2000,Foreign Ordinary Shares,New Zealand,
ANZLY,AIR NEW ZEALAND SP/ADR,Pink Current,5.200000,,0,ADRs,New Zealand,
KWIPF,KIWI PROPERTY GROUP LTD,Pink Current,0.720500,,0,Fund,New Zealand,
COENF,CONTACT ENERGY LTD,Pink Current,5.250000,,0,Foreign Ordinary Shares,New Zealand,
FCREY,FLETCHER BLDG SP/ADR,Pink Current,8.373000,,0,ADRs,New Zealand,
FRCEF,FLETCHER CHALLENGE BLDG,Pink Current,4.610000,,0,Foreign Ordinary Shares,New Zealand,
RUBNF,ARBORGEN HLDGS LTD,Pink Current,0.140000,,0,Foreign Ordinary Shares,New Zealand,
PGWFF,PGG WRIGHTSON LTD,Pink Current,2.760000,,0,Foreign Ordinary Shares,New Zealand,
SKYZF,SKY CITY ENTMT GROUP LTD,Pink Current,1.970000,,0,Foreign Ordinary Shares,New Zealand,
PTAUY,PORT OF TAURANGA UNSP/ADR,Pink Current,19.825000,,0,ADRs,New Zealand,
